충전소명,충전소위치상세,설치시도명,휴점일,이용가능시작시각,이용가능종료시각,완속충전가능여부,급속충전가능여부,급속충전타입구분,완속충전기대수,급속충전기대수,주차료부과여부,소재지도로명주소,소재지지번주소,관리업체명,관리업체전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명
국립부여박물관,충청남도 부여군 부여읍 동남리 산 16-1,충청남도,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,,N,충청남도 부여군 부여읍 금성로 5,충청남도 부여군 부여읍 동남리 산 16-1,한국전력,,36.2756434,126.9178933,2020-04-21,6440000,충청남도
롯데프리미엄아울렛부여점,충청남도 부여군 규암면 백제문로 387 C주차장 끝편,충청남도,연중무휴,10:00,22:00,Y,N,AC완속,,,N,충청남도 부여군 규암면 백제문로 387,충청남도 부여군 규암면 합정리 172,케이티,,36.30718024,126.9019605,2020-04-21,6440000,충청남도
롯데프리미엄아울렛부여점,충청남도 부여군 규암면 백제문로 387 C주차장 끝편,충청남도,연중무휴,10:00,22:00,Y,N,AC완속,,,N,충청남도 부여군 규암면 백제문로 387,충청남도 부여군 규암면 합정리 172,케이티,,36.30718024,126.9019605,2020-04-21,6440000,충청남도
현대노블리스,주차장,경기도,없음,0:00,23:59,Y,N,AC완속,1,,N,경기도 성남시 분당구 금곡로 171,경기도 성남시 분당구 구미동 82,한국전기차충전서비스,,37.35004867,127.1196768,2020-06-30,3780000,경기도 성남시
가야산국립공원주차장,가야산국립공원주차장,경상북도,연중무휴,0:00,24:00:00,N,Y,,0,2,N,경상북도 성주군 수륜면 가야산식물원길 17,경상북도 성주군 수륜면 백운리 1805,한국환경공단,1661-9408,35.80012607,128.1417754,2020-07-10,5210000,경상북도 성주군
군청 제1주차장,군청 제1주차장,경상북도,연중무휴,0:00,24:00:00,Y,N,,1,0,N,,경상북도 성주군 성주읍 경산리 172-4,(주)대경채비,1522-2573,35.919295,128.284346,2020-07-10,5210000,경상북도 성주군
대가보건지소,대가보건지소,경상북도,연중무휴,0:00,24:00:00,N,Y,,0,2,N,경상북도 성주군 대가면 대가면참별로 2258,경상북도 성주군 대가면 옥성리 755,한국환경공단,1661-9408,35.9096936,128.2294115,2020-07-10,5210000,경상북도 성주군
수륜면사무소,수륜면사무소,경상북도,연중무휴,0:00,24:00:00,N,Y,,0,1,N,경상북도 성주군 수륜면 참별로 915,경상북도 성주군 수륜면 신파리 118-4,한국환경공단,1661-9408,35.83302986,128.1923577,2020-07-10,5210000,경상북도 성주군
성주경찰서주차장,성주경찰서 주차장,경상북도,연중무휴,0:00,24:00:00,N,Y,,0,1,N,경상북도 성주군 성주읍 성주순환로251,경상북도 성주군 성주읍 성산리 24-1,한국환경공단,1661-9408,35.9215066,128.2928606,2020-07-10,5210000,경상북도 성주군
한전성주지사,한전성주지사,경상북도,연중무휴,0:00,24:00:00,N,Y,,0,2,N,,경상북도 성주군 성주읍 삼산리 408-1,한국전력,054-930-2232,35.931192,128.297786,2020-07-10,5210000,경상북도 성주군
벽진면사무소,벽진면사무소,경상북도,연중무휴,0:00,24:00:00,N,Y,,0,1,N,,경상북도 성주군 벽진면 수촌리 810,한국환경공단,1661-9408,35.94850725,128.216159,2020-07-10,5210000,경상북도 성주군
금호동래미안하이리버,금호동래미안하이리버,서울특별시,연중무휴,0:00,0:00,Y,N,AC완속,,,Y,"서울특별시 성동구 금호로 107 (금호동2가, 래미안하이리버)",,케이티,1522-4700,37.55227254,127.0242362,2020-06-09,3030000,서울특별시 성동구
금호동래미안하이리버,금호동래미안하이리버,서울특별시,연중무휴,0:00,0:00,Y,N,AC완속,,,Y,"서울특별시 성동구 금호로 107 (금호동2가, 래미안하이리버)",,케이티,1522-4700,37.55227254,127.0242362,2020-06-09,3030000,서울특별시 성동구
광진성동지사,광진성동지사,서울특별시,연중무휴,9:00,18:00,N,Y,DC차데모+AC3상+DC콤보,,,Y,서울특별시 성동구 마장로27길 13,,한국전력,02-2290-5273,37.5677096,127.0340572,2020-06-09,3030000,서울특별시 성동구
서울시 금호1가동 주민센터,서울시 금호1가동 주민센터,서울특별시,주말및공휴일,10:00,17:00,Y,N,AC완속,,,Y,서울특별시 성동구 행당로 15 지하1층주차장,,차지비,1600-4047,37.554836,127.021734,2020-06-09,3030000,서울특별시 성동구
서울시 금호4가동 주민센터,서울시 금호4가동 주민센터,서울특별시,연중무휴,9:30,17:30,Y,N,AC완속,,,Y,서울특별시 성동구 독서당로46길 26 지하주차장,,차지비,1600-4047,37.547172,127.022246,2020-06-09,3030000,서울특별시 성동구
서울시 응봉동 주민센터,서울시 응봉동 주민센터,서울특별시,연중무휴,9:00,18:00,Y,N,AC완속,,,Y,서울특별시 성동구 독서당로 424 주차장,,차지비,1600-4047,37.55313887,127.0334032,2020-06-09,3030000,서울특별시 성동구
신금호파크자이,신금호파크자이,서울특별시,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,,Y,"서울특별시 성동구 금호로 173 보라색(57, 01기둥), 주황색(03기둥)",,에스트래픽,080-805-0010,37.55628488,127.0181532,2020-06-09,3030000,서울특별시 성동구
신금호파크자이,신금호파크자이,서울특별시,연중무휴,0:00,0:00,Y,N,AC완속,,,Y,"서울특별시 성동구 금호로 173 보라색(57, 01기둥), 주황색(03기둥)",,에스트래픽,080-805-0010,37.55628488,127.0181532,2020-06-09,3030000,서울특별시 성동구
신금호파크자이,신금호파크자이,서울특별시,연중무휴,0:00,0:00,Y,N,AC완속,,,Y,"서울특별시 성동구 금호로 173 보라색(57, 01기둥), 주황색(03기둥)",,에스트래픽,080-805-0010,37.55628488,127.0181532,2020-06-09,3030000,서울특별시 성동구
신금호파크자이,신금호파크자이,서울특별시,연중무휴,0:00,0:00,Y,N,AC완속,,,Y,"서울특별시 성동구 금호로 173 보라색(57, 01기둥), 주황색(03기둥)",,에스트래픽,080-805-0010,37.55628488,127.0181532,2020-06-09,3030000,서울특별시 성동구
신금호파크자이,신금호파크자이,서울특별시,연중무휴,0:00,0:00,Y,N,AC완속,,,Y,"서울특별시 성동구 금호로 173 보라색(57, 01기둥), 주황색(03기둥)",,에스트래픽,080-805-0010,37.55628488,127.0181532,2020-06-09,3030000,서울특별시 성동구
성수동 대림로즈빌아파트,성수동 대림로즈빌아파트,서울특별시,연중무휴,0:00,0:00,Y,N,AC완속,,,Y,"서울특별시 성동구 뚝섬로 311 (성수동1가, 대림로즈빌) 101동~104동 대림로즈빌",,케이티,1522-4700,37.5416632,127.045777,2020-06-09,3030000,서울특별시 성동구
행당동신동아아파트,행당동신동아아파트,서울특별시,연중무휴,0:00,0:00,Y,N,AC완속,,,Y,"서울특별시 성동구 독서당로 441 (행당동, 신동아아파트) 1동~8동 아파트 입구 경비초소 전방 30M 우측 전방 102동 노상",,케이티,1522-4700,37.55410514,127.0319551,2020-06-09,3030000,서울특별시 성동구
행당동신동아아파트,행당동신동아아파트,서울특별시,연중무휴,0:00,0:00,Y,N,AC완속,,,Y,"서울특별시 성동구 독서당로 441 (행당동, 신동아아파트) 1동~8동 아파트 입구 경비초소 전방 30M 우측 전방 102동 노상",,케이티,1522-4700,37.55410514,127.0319551,2020-06-09,3030000,서울특별시 성동구
성수동아이파크,성수동아이파크,서울특별시,연중무휴,0:00,0:00,Y,N,AC완속,,,Y,"서울특별시 성동구 성수이로 137 (성수동2가, 성수아이파크아파트) 성수동 아이파크",,케이티,1522-4700,37.54792592,127.0564724,2020-06-09,3030000,서울특별시 성동구
어울림더리버,어울림더리버,서울특별시,연중무휴,0:00,0:00,Y,N,AC완속,,,Y,"서울특별시 성동구 독서당로40길 37 (옥수동, 옥수어울림)",,케이티,1522-4700,37.54185092,127.0178872,2020-06-09,3030000,서울특별시 성동구
서울숲 포휴,서울숲 포휴,서울특별시,연중무휴,8:00,18:00,Y,N,AC완속,,,Y,서울특별시 성동구 왕십리로 58,,한국전기차충전서비스,1522-1782,37.54269417,127.0452073,2020-06-09,3030000,서울특별시 성동구
서울숲 포휴,서울숲 포휴,서울특별시,연중무휴,8:00,18:00,Y,N,AC완속,,,Y,서울특별시 성동구 왕십리로 58,,한국전기차충전서비스,1522-1782,37.54269417,127.0452073,2020-06-09,3030000,서울특별시 성동구
공주개발,충청남도 공주시 정안면 방자들길 81-50 옥외 클럽하우스주차장,충청남도,연중무휴,0:00,0:00,Y,N,AC완속,,,N,충청남도 공주시 정안면 방자들길 81-50,충청남도 공주시 정안면 인풍리 330-7,에버온,,36.647496,127.116702,2020-04-21,6440000,충청남도
금산효사랑요양병원,충청남도 금산군 남일면 무금로 2145,충청남도,"토요일,일요일",9:00,18:00,Y,N,AC완속,,,N,충청남도 금산군 남일면 무금로 2145,충청남도 금산군 남일면 황풍리 343-6,제주전기자동차서비스,,36.08282859,127.5055331,2020-04-21,6440000,충청남도
금산효사랑요양병원,충청남도 금산군 남일면 무금로 2145,충청남도,"토요일,일요일",9:00,18:00,Y,N,AC완속,,,N,충청남도 금산군 남일면 무금로 2145,충청남도 금산군 남일면 황풍리 343-6,제주전기자동차서비스,,36.08282859,127.5055331,2020-04-21,6440000,충청남도
만인산농업협동조합,충청남도 금산군 추부면 하마전로 28,충청남도,"토요일,일요일",9:00,18:00,Y,N,AC완속,,,N,충청남도 금산군 추부면 하마전로 28,충청남도 금산군 추부면 마전리 420-7,제주전기자동차서비스,,36.1904669,127.469567,2020-04-21,6440000,충청남도
만인산농업협동조합,충청남도 금산군 추부면 하마전로 28,충청남도,"토요일,일요일",9:00,18:00,Y,N,AC완속,,,N,충청남도 금산군 추부면 하마전로 28,충청남도 금산군 추부면 마전리 420-7,제주전기자동차서비스,,36.1904669,127.469567,2020-04-21,6440000,충청남도
금산송어장,충청남도 금산군 진산면 휴양림로 2168,충청남도,연중무휴,0:00,0:00,Y,N,AC완속,,,N,충청남도 금산군 진산면 휴양림로 2168,충청남도 금산군 진산면 삼가리 398-2,제주전기자동차서비스,,36.12076713,127.389371,2020-04-21,6440000,충청남도
금산송어장,충청남도 금산군 진산면 휴양림로 2168,충청남도,연중무휴,0:00,0:00,Y,N,AC완속,,,N,충청남도 금산군 진산면 휴양림로 2168,충청남도 금산군 진산면 삼가리 398-2,제주전기자동차서비스,,36.12076713,127.389371,2020-04-21,6440000,충청남도
토담,충청남도 금산군 진산면 태고사로 436,충청남도,연중무휴,9:00,18:00,Y,N,AC완속,,,N,충청남도 금산군 진산면 태고사로 436,충청남도 금산군 진산면 두지리 295-2,제주전기자동차서비스,,36.16070362,127.3388421,2020-04-21,6440000,충청남도
토담,충청남도 금산군 진산면 태고사로 436,충청남도,연중무휴,9:00,18:00,Y,N,AC완속,,,N,충청남도 금산군 진산면 태고사로 436,충청남도 금산군 진산면 두지리 295-2,제주전기자동차서비스,,36.16070362,127.3388421,2020-04-21,6440000,충청남도
서대산고향휴게실,충청남도 금산군 군북면 산꽃로 862,충청남도,연중무휴,9:00,18:00,Y,N,AC완속,,,N,충청남도 금산군 군북면 산꽃로 862,충청남도 금산군 군북면 상곡리 479-2,제주전기자동차서비스,,36.22069189,127.5679271,2020-04-21,6440000,충청남도
서대산고향휴게실,충청남도 금산군 군북면 산꽃로 862,충청남도,연중무휴,9:00,18:00,Y,N,AC완속,,,N,충청남도 금산군 군북면 산꽃로 862,충청남도 금산군 군북면 상곡리 479-2,제주전기자동차서비스,,36.22069189,127.5679271,2020-04-21,6440000,충청남도
금산지사,충청남도 금산군 금산읍 후곤천길 5,충청남도,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,,N,충청남도 금산군 금산읍 후곤천길 5,충청남도 금산군 금산읍 아인리 198-5,한국전력,,36.10738358,127.4830921,2020-04-21,6440000,충청남도
금산수삼센터주차장,충청남도 금산군 금산읍 중도리 565-1,충청남도,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,,N,,충청남도 금산군 금산읍 중도리 565-1,한국전력,,36.09945923,127.495259,2020-04-21,6440000,충청남도
에딘버러CC,충청남도 금산군 진산면 살구정길 167 복지동(기숙사) 옆 지상주차장,충청남도,연중무휴,9:00,18:00,Y,N,AC완속,,,N,충청남도 금산군 진산면 살구정길 167,충청남도 금산군 진산면 행정리 473-11,케이티,,36.15270042,127.3260329,2020-04-21,6440000,충청남도
에딘버러CC,충청남도 금산군 진산면 살구정길 167 복지동(기숙사) 옆 지상주차장,충청남도,연중무휴,9:00,18:00,Y,N,AC완속,,,N,충청남도 금산군 진산면 살구정길 167,충청남도 금산군 진산면 행정리 473-11,케이티,,36.15270042,127.3260329,2020-04-21,6440000,충청남도
에딘버러CC,충청남도 금산군 진산면 살구정길 167 복지동(기숙사) 옆 지상주차장,충청남도,연중무휴,9:00,18:00,Y,N,AC완속,,,N,충청남도 금산군 진산면 살구정길 167,충청남도 금산군 진산면 행정리 473-11,케이티,,36.15270042,127.3260329,2020-04-21,6440000,충청남도
인삼랜드휴게소(통영방향),충청남도 금산군 군북면 어필각로 300 (외부리),충청남도,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,,N,충청남도 금산군 군북면 어필각로 300,충청남도 금산군 군북면 외부리 718,환경부(한국자동차환경협회),,36.15260674,127.4978775,2020-04-21,6440000,충청남도
인삼랜드휴게소(하남방향),충청남도 금산군 군북면 대암길 34-30 (외부리),충청남도,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,,N,충청남도 금산군 군북면 대암길 34-30,충청남도 금산군 군북면 외부리 721,환경부(한국자동차환경협회),,36.15485393,127.4975406,2020-04-21,6440000,충청남도
부여백제휴게소(공주방향),충청남도 부여군 내산면 서천공주고속도로 26 (서천공주고속도로 26),충청남도,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,,N,충청남도 부여군 내산면 서천공주고속도로 26,충청남도 부여군 내산면 율암리 133,환경부(한국자동차환경협회),,36.25817289,126.8001534,2020-04-21,6440000,충청남도
부여백제휴게소(서천방향),충청남도 부여군 내산면 서천공주고속도로 25,충청남도,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,,N,충청남도 부여군 내산면 서천공주고속도로 25,충청남도 부여군 내산면 율암리 134,환경부(한국자동차환경협회),,36.25848822,126.7968901,2020-04-21,6440000,충청남도
동부여석성휴게소,충청남도 부여군 석성면 대백제로 3050,충청남도,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,,N,충청남도 부여군 석성면 대백제로 3050,충청남도 부여군 석성면 정각리 380-5,환경부(한국자동차환경협회),,36.2524012,126.9806977,2020-04-21,6440000,충청남도
부여옥산면사무소,충청남도 부여군 옥산면 대백제로 336-6 부여옥산면사무소,충청남도,"일요일, 공휴일",9:00,18:00,Y,N,AC완속,,,N,충청남도 부여군 옥산면 대백제로 336-6,충청남도 부여군 옥산면 안서리 368-1,에버온,,36.19181985,126.7336993,2020-04-21,6440000,충청남도
부여은산면사무소,충청남도 부여군 은산면 신대리 359-2 은산면사무소 부여은산면사무소,충청남도,"일요일, 공휴일",9:00,18:00,Y,N,AC완속,,,N,충청남도 부여군 은산면 신대리 359-2,,에버온,,36.3104285,126.8542215,2020-04-21,6440000,충청남도
부여임천면사무소,충청남도 부여군 임천면 성흥로 97번길 23 부여임천면사무소,충청남도,"일요일, 공휴일",9:00,18:00,Y,N,AC완속,,,N,충청남도 부여군 임천면 성흥로97번길 23,충청남도 부여군 임천면 군사리 314-17,에버온,,36.19139596,126.8950607,2020-04-21,6440000,충청남도
부여규암면사무소,충청남도 부여군 규암면 계백로 39 부여규암면사무소,충청남도,"일요일, 공휴일",9:00,18:00,Y,N,AC완속,,,N,충청남도 부여군 규암면 계백로 39,충청남도 부여군 규암면 규암리 산 12-1,에버온,,36.27496999,126.8839128,2020-04-21,6440000,충청남도
부여남면사무소,충청남도 부여군 남면 남성로426번길 13 부여남면사무소,충청남도,"일요일, 공휴일",9:00,18:00,Y,N,AC완속,,,N,충청남도 부여군 남면 남성로426번길 13,충청남도 부여군 남면 회동리 338-1,에버온,,36.21201446,126.807277,2020-04-21,6440000,충청남도
양양읍사무소충전소,외부 주차장,강원도,연중무휴,0:00,23:59,Y,N,AC3상,1,0,N,강원도 양양군 양양읍 관아길 32,강원도 양양군 양양읍 연창리 221,강원도 양양군청,033-670-2181,38.08066407,128.6240303,2020-06-30,4350000,강원도 양양군
현남면사무소충전소,외부 주차장,강원도,연중무휴,0:00,23:59,Y,N,AC3상,1,0,N,강원도 양양군 현남면 인구중앙길 45,강원도 양양군 현남면 인구리 19-1,강원도 양양군청,033-670-2181,37.96922787,128.7594757,2020-06-30,4350000,강원도 양양군
차칸호텔,전라북도 군산시 소룡1길58 지상주차장,전라북도,연중무휴,0:00,0:00,Y,N,AC완속,2,,N,전라북도 군산시 소룡1길58,,지엔텔,02-890-1234,35.9731211,126.6770658,2020-07-10,4670000,전라북도 군산시
폭스모텔,전라북도 군산시 소룡1길 60 폭스모텔,전라북도,연중무휴,0:00,0:00,Y,N,AC완속,2,,N,전라북도 군산시 소룡1길 60,,매니지온,032-431-0066,35.9732492,126.6772411,2020-07-10,4670000,전라북도 군산시
프로방스모텔,전라북도 군산시 가도2길 9 주차장,전라북도,연중무휴,0:00,0:00,Y,N,AC완속,2,,N,전라북도 군산시 가도2길 9,,한국전기차충전서비스,1522-1782,35.9470513,126.5696016,2020-07-10,4670000,전라북도 군산시
한국유리공업,전라북도 군산시 외항1길 296 (소룡동 한국유리공업),전라북도,연중무휴,0:00,0:00,Y,N,AC완속,1,,N,전라북도 군산시 외항1길 296 (소룡동 한국유리공업),,케이티,063-454-7561,35.9714125,126.6434674,2020-07-10,4670000,전라북도 군산시
한라비발디2단지아파트,전라북도 군산시 수송동로 20 (수송동 한라비발디2단지아파트) 201동~208동,전라북도,연중무휴,0:00,0:00,Y,N,AC완속,1,,N,전라북도 군산시 수송동로 20 (수송동 한라비발디2단지아파트) 201동~208동,,케이티,063-454-7561,35.9607174,126.7200961,2020-07-10,4670000,전라북도 군산시
해신동주민센터,전라북도 군산시 중앙로 224 (금동 해신동주민센터),전라북도,연중무휴,9:00,18:00,Y,N,AC완속,1,,N,전라북도 군산시 중앙로 224 (금동 해신동주민센터),,케이티,063-454-7561,35.989733,126.7070303,2020-07-10,4670000,전라북도 군산시
현대자동차 조촌점,전라북도 군산시 조촌로 139 현대자동차 조촌점,전라북도,연중무휴,0:00,0:00,Y,N,AC완속,2,,N,전라북도 군산시 조촌로 139,,대영채비,053-584-1512,35.9765807,126.7372372,2020-07-10,4670000,전라북도 군산시
현대한솔아파트,"전라북도 군산시 번영로 159 (조촌동, 현대한솔아파트)",전라북도,연중무휴,0:00,0:00,Y,N,AC완속,1,,N,"전라북도 군산시 번영로 159 (조촌동, 현대한솔아파트)",,케이티,063-454-7561,35.96546531,126.7366484,2020-07-10,4670000,전라북도 군산시
회현면사무소,"전라북도 군산시 회현면 회현로 181 (대정리, 회현면사무소)",전라북도,연중무휴,0:00,0:00,Y,N,AC완속,1,,N,"전라북도 군산시 회현면 회현로 181 (대정리, 회현면사무소)",,케이티,063-454-7561,35.9133008,126.7568774,2020-07-10,4670000,전라북도 군산시
흥남동주민센터,전라북도 군산시 월명로 377 (미원동 흥남동주민센터),전라북도,연중무휴,9:00,18:00,Y,N,AC완속,1,,N,전라북도 군산시 월명로 377 (미원동 흥남동주민센터),,케이티,063-454-7561,35.97780299,126.7152027,2020-07-10,4670000,전라북도 군산시
희망자동차공업사,"전라북도 군산시 양촌1길 56 (구암동, 희망자동차공업사)",전라북도,연중무휴,0:00,0:00,Y,N,AC완속,2,,N,"전라북도 군산시 양촌1길 56 (구암동, 희망자동차공업사)",,케이티,063-454-7561,35.9819007,126.7478198,2020-07-10,4670000,전라북도 군산시
힐스테이트은파아파트,"전라북도 군산시 옥산면 월명로 45 (당북리, 힐스테이트은파아파트) 201동~204동,상가",전라북도,연중무휴,0:00,0:00,Y,N,AC완속,5,,N,"전라북도 군산시 옥산면 월명로 45 (당북리, 힐스테이트은파아파트) 201동~204동,상가",,케이티,063-454-7561,35.947621,126.7148588,2020-07-10,4670000,전라북도 군산시
서산보보호텔,충청남도 서산시 읍내2로 26,충청남도,연중무휴,9:00,18:00,Y,N,,1,,N,충청남도 서산시 읍내2로 26,,,,36.77947064,126.4505428,2020-06-23,4530000,충청남도 서산시
오렌지모텔,충청남도 서산시 시장8로 5,충청남도,연중무휴,0:00,24:00:00,Y,N,,1,,N,충청남도 서산시 시장8로 5,,,,36.78006,126.458484,2020-06-23,4530000,충청남도 서산시
오렌지모텔,충청남도 서산시 시장8로 5,충청남도,연중무휴,0:00,24:00:00,Y,N,,1,,N,충청남도 서산시 시장8로 5,,,,36.78006,126.458484,2020-06-23,4530000,충청남도 서산시
한광택시,충청남도 서산시 음암면 상홍2길 1,충청남도,연중무휴,9:00,18:00,Y,N,,1,,N,충청남도 서산시 음암면 상홍2길 1,,,,36.78745379,126.495902,2020-06-23,4530000,충청남도 서산시
한광택시,충청남도 서산시 음암면 상홍2길 1,충청남도,연중무휴,9:00,18:00,Y,N,,1,,N,충청남도 서산시 음암면 상홍2길 1,,,,36.78745379,126.495902,2020-06-23,4530000,충청남도 서산시
나비모텔,충청남도 서산시 동헌로 118,충청남도,연중무휴,0:00,24:00:00,Y,N,,1,,N,충청남도 서산시 동헌로 118,,,,36.78013268,126.451858,2020-06-23,4530000,충청남도 서산시
나비모텔,충청남도 서산시 동헌로 118,충청남도,연중무휴,0:00,24:00:00,Y,N,,1,,N,충청남도 서산시 동헌로 118,,,,36.78013268,126.451858,2020-06-23,4530000,충청남도 서산시
서산지사,충청남도 서산시 한마음16로 63,충청남도,연중무휴,0:00,24:00:00,Y,N,,1,,N,충청남도 서산시 한마음16로 63,,,,36.77511,126.4543106,2020-06-23,4530000,충청남도 서산시
서산지사,충청남도 서산시 한마음16로 63,충청남도,연중무휴,0:00,24:00:00,Y,N,,1,,N,충청남도 서산시 한마음16로 63,,,,36.77511,126.4543106,2020-06-23,4530000,충청남도 서산시
서산휴게소(시흥방향),충청남도 서산시 해미면 서해안고속도로 242 (삼송리),충청남도,연중무휴,0:00,24:00:00,N,Y,50kw,,1,N,충청남도 서산시 해미면 서해안고속도로 242 (삼송리),,,,36.7343417,126.5662413,2020-06-23,4530000,충청남도 서산시
서산휴게소(시흥방향),충청남도 서산시 해미면 서해안고속도로 242 (삼송리),충청남도,연중무휴,0:00,24:00:00,N,Y,50kw,,1,N,충청남도 서산시 해미면 서해안고속도로 242 (삼송리),,,,36.7343417,126.5662413,2020-06-23,4530000,충청남도 서산시
롯데마트 서산점,충청남도 서산시 충의로 27 (예천동),충청남도,연중무휴,0:00,24:00:00,N,Y,50kw,,1,N,충청남도 서산시 충의로 27 (예천동),,,,36.77372208,126.4382983,2020-06-23,4530000,충청남도 서산시
블루핸즈 서산현대서비스,충청남도 서산시 수석동 204-19,충청남도,연중무휴,0:00,24:00:00,N,Y,50kw,,1,N,,충청남도 서산시 수석동 204-19,,,36.78167547,126.4975861,2020-06-23,4530000,충청남도 서산시
블루핸즈 서산현대서비스,충청남도 서산시 수석동 204-19,충청남도,연중무휴,0:00,24:00:00,N,Y,100kw,,1,N,,충청남도 서산시 수석동 204-19,,,36.78167547,126.4975861,2020-06-23,4530000,충청남도 서산시
동면사무소,주차장,강원도,연중무휴,24:00:00,24:00:00,N,Y,DC콤보*2,0,2,N,동면 금강산로 1693,동면 임당리 592-1,,,38.2021691,128.0413014,2020-06-24,4320000,강원도 양구군
미장동파인빌2차아파트,전라북도 군산시 미장안길 55 (미장동 파인빌2차아파트) 201동~203동,전라북도,연중무휴,0:00,0:00,Y,N,AC완속,2,,N,전라북도 군산시 미장안길 55 (미장동 파인빌2차아파트) 201동~203동,,케이티,063-454-7561,35.96901421,126.7260681,2020-07-10,4670000,전라북도 군산시
새만금경제자유구역사업단,전라북도 군산시 오식도동 1010,전라북도,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,전라북도 군산시 새만금북로 466,,환경부(한국자동차환경협회),1661-0970,35.94693493,126.5856105,2020-07-10,4670000,전라북도 군산시
서수면사무소,"전라북도 군산시 서수면 항쟁로 193 (서수리, 서수면사무소)",전라북도,연중무휴,0:00,0:00,Y,N,AC완속,1,,N,"전라북도 군산시 서수면 항쟁로 193 (서수리, 서수면사무소)",,케이티,063-454-7561,35.98312,126.875633,2020-07-10,4670000,전라북도 군산시
선유도 보건지소 공영주차장,전라북도 군산시 옥도면 선유북길 74-11 선유도 보건지소 공영주차장,전라북도,연중무휴,0:00,0:00,N,Y,DC콤보,,2,N,전라북도 군산시 옥도면 선유북길 74-11,,제주전기자동차서비스,064-723-0853,35.81328242,126.4129962,2020-07-10,4670000,전라북도 군산시
성산면사무소,"전라북도 군산시 성산면 송호로 222 (고봉리, 성산면사무소)",전라북도,연중무휴,0:00,0:00,Y,N,AC완속,1,,N,"전라북도 군산시 성산면 송호로 222 (고봉리, 성산면사무소)",,케이티,063-454-7561,35.989638,126.7860126,2020-07-10,4670000,전라북도 군산시
소룡동행정복지센터,전라북도 군산시 설림안4길 30 (소룡동 소룡동행정복지센터),전라북도,연중무휴,9:00,18:00,Y,N,AC완속,1,,N,전라북도 군산시 설림안4길 30 (소룡동 소룡동행정복지센터),,케이티,063-454-7561,35.973799,126.6838068,2020-07-10,4670000,전라북도 군산시
수송코아루아파트,"전라북도 군산시 축동로 83 (나운동, 수송코아루아파트)",전라북도,연중무휴,0:00,0:00,Y,N,AC완속,4,,N,"전라북도 군산시 축동로 83 (나운동, 수송코아루아파트)",,케이티,063-454-7561,35.9658122,126.7093933,2020-07-10,4670000,전라북도 군산시
엘도라도,전라북도 군산시 임피면 동군산로 681 엘도라도 주차장,전라북도,연중무휴,0:00,0:00,Y,N,AC완속,2,,N,전라북도 군산시 임피면 동군산로 681,,에스트래픽,031-601-3500,35.9841441,126.8486388,2020-07-10,4670000,전라북도 군산시
예술의 전당,전라북도 군산시 지곡동 286-8 (지곡동 286-8),전라북도,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,전라북도 군산시 백토로 203,,환경부(한국자동차환경협회),1661-0970,35.96078244,126.7070385,2020-07-10,4670000,전라북도 군산시
오투그란데2단지아파트,"전라북도 군산시 축동로 34 (수송동, 군산수송동제일오투그란데2단지) 501동~512동",전라북도,연중무휴,0:00,0:00,Y,N,AC완속,5,,N,"전라북도 군산시 축동로 34 (수송동, 군산수송동제일오투그란데2단지) 501동~512동",,케이티,063-454-7561,35.96141897,126.7138692,2020-07-10,4670000,전라북도 군산시
옥구읍사무소,"전라북도 군산시 옥구읍 옥구로 6 (선제리, 옥구읍사무소)",전라북도,연중무휴,0:00,0:00,Y,N,AC완속,1,,N,"전라북도 군산시 옥구읍 옥구로 6 (선제리, 옥구읍사무소)",,케이티,063-454-7561,35.9228866,126.6853924,2020-07-10,4670000,전라북도 군산시
옥도면사무소,"전라북도 군산시 내항2길 125 (금동, 옥도면사무소)",전라북도,연중무휴,0:00,0:00,Y,N,AC완속,1,,N,"전라북도 군산시 내항2길 125 (금동, 옥도면사무소)",,케이티,063-454-7561,35.9930909,126.7100364,2020-07-10,4670000,전라북도 군산시
옥산면사무소,"전라북도 군산시 옥산면 산성로 200 (옥산리, 옥산면사무소)",전라북도,연중무휴,0:00,0:00,Y,N,AC완속,1,,N,"전라북도 군산시 옥산면 산성로 200 (옥산리, 옥산면사무소)",,케이티,063-454-7561,35.9394663,126.7483779,2020-07-10,4670000,전라북도 군산시
